PC1,PC2,use
-0.7688807862061363,1.5831976520975746,0.546283333
-0.11065818650692642,0.34152132213424224,0.3169667319999999
-1.3881019121826144,0.03876721967483411,0.3464667
-1.4222491892746676,-0.9426001683922461,0.35391669899999995
-0.013155938143199913,0.41578614337193837,0.6432833330000001
-0.33519755378117594,-1.1847583771629278,0.26360006599999997
-0.42552250118884727,-0.8628053035383803,1.6555833339999997
1.733475498979716,0.8096109114389826,1.042049965
-1.2492760847116424,0.04788197173915587,0.18359999999999996
-0.9298122109997099,0.12804000895475728,0.8342167
-1.1433192253731963,1.0268123148244384,0.19444999999999998
0.7620317228001741,-0.9199500737587077,0.4745166679999999
0.6469553813079106,1.1272016985943536,1.035833367
0.20049229789616113,0.6899656841204836,0.24316663400000002
1.063125075444302,-2.1984006489330605,0.307950066
-0.9395149536433745,-0.1308199319437585,0.825033367
-0.6966803308444203,0.42575386910640667,0.196983334
-0.18413917776575717,-1.7292572879689527,0.40923329899999994
-1.2367269712446582,1.8174980675478396,1.7324833
2.112029303755693,1.8415242663565978,0.5084333999999999
0.7153874414218953,3.189111044939085,0.66565
2.4892149316821883,-0.7781605942022851,1.2254166989999997
0.28300762147343617,-1.5360383723990754,0.232366733
0.17485734130578753,0.6407540856751966,1.269466734
-0.363939880526777,0.5183415098021887,0.22653336800000004
-0.22401323463156012,-1.3095750392210246,1.3601333670000002
0.27715426623159717,-0.8125201960478394,1.0809167339999999
-0.7595253290881816,0.10526857719609584,0.7740833320000001
-0.5256429737299415,0.7090011252375941,1.2407999989999998
-0.624193134577747,-0.8686827623575116,0.38935003399999996
-1.2776211482893531,0.5936570092429756,0.5440666989999999
2.0569262856647605,-1.25173481746538,0.7990999990000001
0.3242905386739705,-0.9402316484635682,0.19185006500000001
-0.20873496486566323,-1.2082626781835402,0.25951666599999995
-1.1720733647753903,-0.49316082101469794,0.8987833339999999
-0.7849472612613441,-0.42307007037345007,0.4710667349999999
0.3079728534661776,-1.780249711086414,2.011400033
-0.3745483984333768,-0.877632018969534,0.25510000000000005
-0.008126169255086106,-0.11019702080533124,1.181450099
-1.4303378935739364,-0.2873084051486421,2.0163000660000003
-1.4156601803935316,0.04627010431206854,0.182966667
-0.5228881147377545,-0.1580080346308467,0.838583367
0.8342685222776766,-1.135448063628622,0.397733333
-0.8138260427746057,1.2925317155234326,1.3018333679999998
-0.9391036925045184,-0.20798499442265908,0.3422166989999999
-0.7779961571822085,-0.5351594448559696,0.563533367
-0.7155515678200667,-1.1190547439760514,0.909016701
0.31936222038343137,-0.10037912159856313,0.859183434
-0.28989885618240074,0.7146741473059375,0.659350032
0.3285975984883504,0.5877880007650242,1.9894500670000002
0.26267296280692687,0.5476599883822338,0.648133335
0.5557663041604393,-0.34237778636170346,2.142550032
-1.4298186919502445,-0.03632521842141698,0.25450003400000004
0.5628914220551569,-1.8628773596258164,0.532250033
1.2834347968094484,-0.6354785647308976,1.0013500329999998
0.10808998147603996,0.16663208392709852,0.258383334
-0.7772371144149157,-0.24809810043184968,1.002583367
0.5746319186782506,-1.1585076557926857,2.7791
-0.06661045689499304,0.4647869141387781,0.37103333499999996
-0.6084278754876659,0.5316759632923244,0.830150067
0.5039670213060362,2.3038691786014507,0.37361666600000004
0.5724058013274379,-0.697019212963853,0.4971167329999999
-1.4254264584363772,-1.3251853638907525,0.31004993500000005
-1.2804081274998198,0.7873900490506899,0.9003667009999999
-0.43476542093432563,0.7779654376901651,0.330033333
-0.630168154709031,0.024057379599590093,0.37471666699999995
0.05054140806602242,-0.8286668637213002,1.5241333670000001
0.020626064508707413,-0.997785319040275,0.234200066
0.11884345103133513,0.4813702442612128,0.7590167000000001
-0.5081338295551656,0.3929658926854776,1.264766667
0.6620989233584967,-0.9103990498397391,0.36770003399999995
0.16133859413279383,0.18163283227784832,0.6813333020000002
0.23796412132905237,-0.1997943117049913,0.7269000330000002
0.9438441349569797,0.01403841526137085,2.461649966
-1.2747874219221418,1.2524031614285067,0.6941667010000001
-0.5089283525031387,-0.2310278422954777,1.0560000339999998
0.3258264690127524,0.8129054979670303,1.5712666319999995
0.030096703278042244,0.21674701176910852,0.5476000010000001
0.14075073831883603,-0.17941947239404651,0.22441669900000003
-0.5464188593872281,1.0164954047260697,0.30839999999999995
-0.1420429446564358,0.1509852802360439,0.354233366
-0.8146634309746816,-0.07686314288111529,0.198416701
0.31380226602371075,-0.976114392166141,0.39616666700000003
0.19225229056570142,1.2822970413818273,1.429449999
-0.30175726275952336,-1.4955680960516209,0.569866699
-1.1969686047005603,1.1287559670886749,1.3114833989999999
1.1338628372567365,-0.3126715422031246,0.319716668
-1.9263148312208125,1.2718771531726403,0.569183367
-0.7036746679304776,1.3474241709877248,2.1267833339999997
-1.1243380544362427,1.18142445418594,0.7078666669999999
1.0270670546340817,-0.762272233677829,0.7833666659999999
-0.04494353200974169,0.1265426782273398,0.30846673300000005
-0.2688437338480456,0.4083854626363706,0.31893333300000004
0.3204458189648582,-1.5982145010231612,1.977499967
0.5657212754797213,-1.3607096358295148,0.632416667
2.1073464069833214,-1.0221278778636456,0.31915006700000004
-1.6288490131273314,-0.7693619225324795,2.573916699
1.06746877238355,-0.026875505049560044,1.0171667
1.0024776725000817,0.8618341025200184,0.665716633
-0.006282806017677675,0.021006008579333286,0.661733367
1.0734085911370868,-0.35828094171148134,0.38418329900000003
0.1493356335895446,1.2324815894527454,0.19081666600000002
-1.4841897725131756,-0.09256593053642279,0.730816666
0.12851780945971833,0.44093779237808506,0.6105833009999999
-0.16274196995272858,-1.530735532909747,1.093816702
2.1515777288671885,-0.05299066084580908,0.514733367
0.10646652111911153,0.22166592212339634,1.6391166659999998
0.01813321560423561,-0.6838177179177849,1.067950034
0.4003250257043759,-1.4836142415232598,0.3509833349999999
0.13892186683081875,-0.0551897008528456,1.9545332999999998
-1.0995890568792257,-0.3991325457128161,0.5765000329999999
0.16672454453581342,0.575332642240196,0.37506666699999996
0.9969430041874757,2.7549699527227327,1.586900001
1.410852495698772,1.3893110865977176,0.6275500679999999
0.42433155288710506,2.3063206152600344,0.38265003400000003
-0.9132812083282154,0.7449882225606508,0.7816333679999999
0.46754678012317497,-0.12221731420882147,0.789916668
-0.7403794296771943,-0.4751556400319745,0.258033367
2.3574379047346583,0.5491887949763014,0.38943340099999996
-1.2118691702738655,0.09132250881768589,0.311283334
0.9820179931747341,-1.400333714958856,0.980300001
0.40110349676177215,-1.0815857104967281,0.5914833659999998
2.643358450719293,1.3054294389013112,0.739400065
0.8003945631367475,0.14043765014243526,1.418016733
-0.2100283011988351,0.4757016483034216,0.5434666670000001
1.7315291313505452,0.5060428327203993,0.20018339899999998
1.475164234405523,0.15814438862523517,0.480933432
