PC1,PC2,use
-25.906906127929688,-24.11182975769043,0.7231834020000001
-6.589038372039795,-24.867156982421875,0.952366735
9.709271430969238,-0.41176778078079224,0.35741673299999993
-30.64522933959961,4.231842517852783,2.068666635
-37.90324783325195,32.95773696899414,0.2312667
57.394893646240234,49.576072692871094,0.7864167009999999
-64.38445281982422,-18.920169830322266,0.190733333
25.291643142700195,-57.18956756591797,0.247099967
34.067569732666016,-36.12521743774414,0.2596
-6.5240044593811035,-9.719498634338379,0.4530166649999999
49.57798385620117,56.237850189208984,1.096533333
2.727019786834717,-2.106623411178589,0.516500033
44.2696418762207,55.77931594848633,1.268283366
34.209197998046875,-16.464075088500977,1.102916665
44.08894729614258,26.490209579467773,0.205599968
1.1889290809631348,-60.16661834716797,1.3864833330000002
44.769309997558594,15.299958229064941,0.3215167329999999
50.703460693359375,52.39371871948242,0.9719500329999999
-48.60930633544922,4.446063995361328,0.913400034
-6.593056678771973,-8.742080688476562,0.540333335
60.96677017211914,-36.83079528808594,1.133266668
-39.79500961303711,-47.26325988769531,0.4974500000000001
68.37063598632812,-11.361743927001953,0.370333431
-7.735022068023682,2.238359212875366,0.904850033
41.03739547729492,22.850217819213867,0.248633335
54.25476837158203,-44.466068267822266,1.3295333669999998
48.41777801513672,51.7533073425293,0.7658500660000002
-3.018472194671631,-21.521926879882812,0.609833332
-12.472251892089844,-0.8588786721229553,0.6690833669999999
53.32796859741211,-38.7520751953125,1.1343166340000002
42.08975601196289,11.053608894348145,1.1324833340000002
48.265750885009766,-26.305706024169922,0.342916699
41.70807647705078,15.560023307800293,0.219066666
-0.18642936646938324,-18.698286056518555,0.25980006600000005
27.557647705078125,3.9358086585998535,0.193083433
-44.87527847290039,1.6431852579116821,0.8004833330000001
-34.6555061340332,-13.530470848083496,0.19398339999999997
33.35116958618164,-32.797786712646484,0.25360006700000004
-5.282242774963379,-30.801929473876953,1.1676000319999995
-8.18082332611084,-16.243741989135742,0.35383336699999995
-28.88592529296875,51.55783462524414,1.0199166990000001
-7.253988265991211,3.4591221809387207,0.7942000330000001
12.644139289855957,13.032394409179688,0.18953333300000005
-41.19668197631836,35.17407989501953,0.993716633
-8.594179153442383,-62.347015380859375,0.36018340000000004
48.35054016113281,50.9382438659668,1.4144499999999998
-3.8148133754730225,-36.54513168334961,0.24046673300000002
-17.914587020874023,-27.19349479675293,1.534250034
47.81800842285156,-24.704742431640625,0.6459167319999999
21.504709243774414,-6.300225257873535,1.846216633
-20.386756896972656,-35.38608169555664,0.6451000339999999
23.948932647705078,-7.074817657470703,0.592166667
21.45577049255371,-28.01722526550293,0.3474333
-15.630193710327148,-39.05973815917969,0.992716699
